1.300000,1.250000xOptimal,1.200000xOptimal,1.150000xOptimal,1.100000xOptimal,1.050000xOptimal,1.000000xOptimal,BestFoundIn,BestResultOptimality
0,0,0.417514,-1,-1,-1,-1,0.539046,1.1741
0,0,0.258753,-1,-1,-1,-1,1.59766,1.17877
0,0,0.671804,-1,-1,-1,-1,0.743895,1.18262
0,0,-1,-1,-1,-1,-1,0.372998,1.20293
0,0,0.33622,-1,-1,-1,-1,0.810227,1.17697
