1.300000,1.250000xOptimal,1.200000xOptimal,1.150000xOptimal,1.100000xOptimal,1.050000xOptimal,1.000000xOptimal,BestFoundIn,BestResultOptimality
0,0,-1,-1,-1,-1,-1,0,1.20516
0,0,-1,-1,-1,-1,-1,0,1.20516
0,0,-1,-1,-1,-1,-1,0,1.20516
0,0,-1,-1,-1,-1,-1,0,1.20516
0,0,-1,-1,-1,-1,-1,0,1.20516
